customerID,support_tickets_90d,support_ticket_escalations_90d,app_logins_30d,days_since_last_login,avg_daily_usage_gb,data_overage_events_90d,payment_failures_12m,nps_score,discount_offers_accepted_12m,plan_change_count_12m
7966-YOTQW,1,1,9,18,6.84,2,2,5,0,1
0461-CVKMU,1,1,6,3,8.56,2,3,4,2,1
8806-EAGWC,2,1,6,6,12.51,3,1,2,0,1
8853-TZDGH,4,1,14,7,6.93,0,1,9,0,0
7779-LGOVN,4,1,6,50,8.94,2,3,1,2,1
4324-BZCKL,1,0,6,65,11.54,4,2,5,1,3
6924-TDGMT,4,0,10,9,11.47,1,2,5,1,0
9710-ZUSHQ,8,1,5,17,13.35,3,3,5,2,0
1536-YHDOE,3,1,15,8,5.61,1,1,4,3,1
8123-QBNAZ,3,2,10,45,10.39,4,1,3,2,3
3629-ZNKXA,4,1,3,35,12.38,2,3,5,1,0
4827-LTQRJ,2,0,13,1,6.84,1,0,2,0,3
7711-YIJWC,3,0,15,14,6.28,1,2,3,2,0
5482-VXSXJ,1,0,11,10,7.76,2,5,3,0,3
7365-BVCJH,3,2,17,40,7.95,1,1,5,3,1
9620-ENEJV,5,1,5,6,11.48,4,1,3,1,0
4183-WCSEP,6,4,8,28,10.05,5,4,4,4,0
2378-YIZKA,1,0,9,7,5.33,1,2,7,3,0
5498-TXHLF,3,1,5,2,9.73,1,1,1,2,2
0689-DSXGL,4,2,12,9,10.89,4,3,6,1,3
6818-DJXAA,3,0,7,20,2.29,4,0,6,2,0
9722-UJOJR,4,2,5,9,10.7,1,1,3,4,3
0464-WJTKO,0,0,14,5,5.21,1,0,9,1,0
8902-ZEOVF,3,0,15,47,5.79,1,1,7,1,2
6778-EICRF,3,0,16,13,3.52,5,1,6,3,0
2662-NNTDK,3,1,18,2,7.84,1,0,6,0,0
4132-KALRO,3,3,10,45,7.88,3,3,5,3,1
3902-FOIGH,6,5,7,7,10.82,1,2,3,3,2
6772-KSATR,4,0,6,17,7.65,3,4,4,1,0
7112-OPOTK,5,3,9,7,6.09,6,1,5,3,0
2874-YXVVA,3,1,7,14,4.68,0,1,6,0,0
1245-HARPS,2,1,20,4,6.2,3,2,6,2,0
4210-QFJMF,4,0,4,10,6.31,2,2,2,2,2
4323-ELYYB,0,1,16,6,6.45,1,2,7,2,1
4293-ETKAP,3,1,9,37,9.96,3,1,8,0,1
6064-PUPMC,3,1,9,11,2.01,0,2,7,0,1
6504-VBLFL,4,0,10,19,6.73,1,3,2,0,1
6322-PJJDJ,5,1,10,90,7.64,1,0,6,4,1
0330-BGYZE,2,0,10,55,6.67,3,2,5,1,2
1085-LDWAM,3,2,4,6,10.31,2,3,6,1,1
7586-ZATGZ,3,1,17,1,6.85,1,3,4,1,3
7197-VOJMM,6,3,5,7,6.96,4,1,5,1,2
3318-OSATS,5,2,10,3,9.13,5,2,0,2,0
5828-AVIPD,3,2,8,28,10.88,2,2,3,2,2
1843-TLSGD,7,3,10,0,10.32,1,0,4,1,0
9626-VFRGG,2,0,15,8,7.34,2,1,3,1,0
7075-BNDVQ,1,0,13,5,10.67,1,1,8,3,0
9143-CANJF,3,1,13,2,8.17,2,2,4,1,2
7284-BUYEC,6,2,12,2,4.94,1,2,8,2,0
2041-JIJCI,3,0,12,24,10.41,1,6,4,4,1
1086-LXKFY,8,4,5,61,9.84,5,6,4,3,1
4900-MSOMT,1,0,11,30,10.18,0,3,6,0,2
2229-VWQJH,4,1,8,22,9.51,1,2,4,1,1
9194-GFVOI,3,2,12,79,8.96,1,1,6,1,3
1336-EZFZY,1,0,10,1,5.97,3,3,8,3,0
4282-MSACW,0,0,13,37,5.47,2,2,6,1,0
1403-LKLIK,4,1,10,14,7.37,0,2,5,1,0
2636-ALXXZ,9,4,3,54,7.25,3,4,3,1,1
7774-OJSXI,6,2,6,37,7.75,2,0,4,4,0
7786-WBJYI,5,2,7,78,8.43,3,1,3,1,1
0136-IFMYD,4,1,7,21,6.47,3,1,4,2,2
5144-TVGLP,3,2,3,69,8.18,0,2,4,3,0
9643-AVVWI,4,2,8,41,8.44,2,0,5,0,2
0253-ZTEOB,1,0,12,27,6.63,1,0,7,2,1
2706-QZIHY,1,0,13,9,4.21,0,1,6,1,1
6061-PQHMK,1,0,10,2,5.3,3,0,7,1,1
9885-CSMWE,2,0,7,17,10.36,0,2,4,2,1
6137-MFAJN,2,0,12,20,7.57,3,0,1,1,0
9122-UMROB,4,2,8,38,7.85,2,2,5,1,1
4232-JGKIY,10,4,11,0,6.21,3,2,2,0,0
2402-TAIRZ,1,0,12,13,9.01,1,2,3,1,3
9659-ZTWSM,3,2,13,1,9.43,2,0,2,0,0
9139-TWBAS,4,1,17,3,4.49,1,1,5,1,2
6685-GBWJZ,4,1,12,45,5.77,1,0,5,1,2
5016-ETTFF,5,3,3,6,6.6,3,4,3,3,1
3866-MDTUB,8,2,8,17,11.56,3,4,4,0,2
2195-VVRJF,6,2,17,24,11.4,1,1,5,1,3
3913-RDSJZ,3,0,15,4,8.67,1,1,5,0,2
8058-JMEQO,4,3,6,28,9.63,2,0,3,3,0
4203-QGNZA,6,1,11,21,8.32,2,1,5,2,2
5043-TRZWM,4,2,6,8,9.71,0,2,3,1,0
0697-ZMSWS,3,0,5,2,7.39,2,1,2,2,2
7657-DYEPJ,5,2,7,24,9.97,3,2,5,1,1
9494-BDNNC,4,1,7,12,7.53,3,3,6,2,1
1640-PLFMP,4,2,9,9,7.44,1,1,6,1,1
5366-OBVMR,2,0,12,26,6.68,1,3,6,0,3
8276-MQBYC,5,1,7,2,10.08,4,2,2,0,2
7644-OMVMY,1,0,10,9,5.26,4,1,3,1,3
7593-XFKDI,1,0,6,90,8.26,4,2,3,1,1
4573-JKNAE,3,0,12,50,7.59,1,0,8,1,3
0337-CNPZE,7,3,2,9,9.81,4,1,3,3,1
9817-APLHW,3,1,12,51,7.78,2,0,4,0,1
8380-MQINP,3,2,14,12,8.88,0,1,3,1,1
0840-DFEZH,4,1,8,15,8.18,4,2,2,0,2
1513-XNPPH,4,0,3,15,9.45,3,4,3,2,1
8690-ZVLCL,1,0,15,7,7.48,1,0,6,1,1
6015-VVHHE,3,0,8,1,13.43,1,2,2,1,0
1125-SNVCK,2,1,5,90,7.08,2,2,6,0,0
0384-LPITE,0,0,14,76,8.89,2,2,4,1,1
4616-EWBNJ,2,0,13,32,7.11,0,5,3,3,1
6347-DCUIK,4,4,5,1,7.93,3,0,5,1,2
1335-HQMKX,2,0,15,10,7.35,1,3,6,2,2
2545-EBUPK,1,1,11,3,9.62,4,1,4,1,2
6923-AQONU,1,0,8,23,5.62,4,2,4,0,3
2172-EJXVF,4,1,10,41,10.13,1,1,3,3,3
0897-FEGMU,4,1,9,7,9.09,2,1,1,0,1
7663-RGWBC,9,3,4,0,8.99,3,1,3,1,2
1120-BMWUB,2,1,9,31,11.39,2,2,4,2,1
9124-LHCJQ,3,0,4,5,10.46,5,0,2,1,0
4536-PLEQY,3,1,13,0,6.1,2,2,4,3,0
7029-IJEJK,1,0,7,72,4.28,1,0,5,2,4
8871-JLMHM,2,0,16,3,9.37,1,2,6,1,0
2235-ZGKPT,8,2,6,6,10.2,0,2,2,2,2
3891-PUQOD,4,1,8,76,13.62,7,2,4,7,0
5447-VYTKW,1,0,16,12,6.12,2,2,5,1,2
3623-FQBOX,5,2,7,65,8.4,0,3,5,3,1
0689-NKYLF,6,4,9,9,7.45,4,5,3,0,0
8659-HDIYE,2,0,15,13,4.41,2,2,6,2,0
3658-KIBGF,6,2,11,65,9.04,1,2,2,5,0
3474-BAFSJ,1,0,11,10,9.91,2,0,4,0,0
5519-YLDGW,8,4,5,61,10.39,3,1,2,3,1
3865-ZFZIB,1,0,11,21,8.73,0,0,6,1,0
1855-AGAWH,4,0,10,30,11.75,1,5,5,7,0
7109-CQYUZ,1,0,10,20,8.84,4,2,4,0,1
1370-GGAWX,7,0,10,33,9.59,4,3,4,2,2
4680-KUTAJ,4,0,9,90,8.33,2,1,6,3,0
5307-UVGNB,4,2,8,11,10.29,5,1,3,1,0
4946-EDSEW,5,3,8,42,10.52,3,2,4,0,1
2883-ILGWO,2,0,15,90,9.43,0,1,4,1,1
2516-VQRRV,7,0,7,90,9.25,3,4,4,1,1
7580-UGXNC,2,0,4,0,11.28,4,1,3,1,1
3642-BYHDO,4,0,7,64,7.54,2,1,2,0,0
9629-NHXFW,2,1,9,1,7.39,0,3,8,1,0
2696-RZVZW,2,1,19,6,4.06,3,3,8,1,1
5766-FTRTS,3,0,17,20,7.15,0,1,4,1,0
0396-HUJBP,4,1,13,5,8.5,0,1,6,4,1
5178-LMXOP,1,0,7,56,7.93,7,3,2,1,1
8879-ZKJOF,5,2,8,3,7.6,2,3,3,1,0
6285-FTQBF,1,0,4,71,8.55,2,1,3,0,1
8185-UPYBR,3,2,5,90,12.12,4,0,3,0,0
4585-HETAI,4,2,6,5,10.54,3,2,3,2,3
7526-BEZQB,7,1,5,90,11.33,0,5,4,6,0
1474-JUWSM,0,1,18,62,6.98,1,0,6,1,1
3530-CRZSB,2,1,13,16,6.84,1,3,6,1,1
8498-XXGWA,2,0,12,0,6.4,2,0,8,0,0
9617-INGJY,4,0,8,55,6.86,0,1,5,0,2
0621-TSSMU,2,0,8,4,6.03,1,0,6,2,0
7234-KMNRQ,3,0,11,15,7.87,3,2,6,1,0
7636-PEPNS,0,0,11,12,7.73,1,1,9,3,1
4683-WYDOU,0,0,15,25,7.69,5,0,6,0,0
9052-DHNKM,3,2,8,14,8.33,3,2,4,1,0
6794-HKIAJ,5,1,9,21,10.71,4,2,4,1,1
5578-NKCXI,3,0,17,37,9.51,3,0,5,0,1
1642-HMARX,3,2,13,41,7.41,3,0,7,1,0
3096-WPXBT,1,0,16,9,9.49,3,2,5,1,2
8434-PNQZX,3,0,13,3,9.71,3,2,6,0,0
5950-AAAGJ,3,3,10,11,8.44,1,1,6,1,0
4299-OPXEJ,0,0,11,63,6.27,1,0,7,1,2
4951-UKAAQ,4,2,6,23,9.18,2,6,3,0,0
9618-LFJRU,6,1,8,36,8.39,1,1,6,2,2
6693-DJWTY,1,0,13,8,5.75,2,1,7,0,1
0744-GKNGE,1,1,7,8,5.17,1,4,4,0,0
6447-EGDIV,2,1,5,52,5.47,3,0,5,0,3
1167-OYZJF,3,0,7,8,7.14,3,0,5,0,0
2108-YKQTY,10,6,4,76,8.73,2,3,7,3,0
4806-DXQCE,0,0,7,9,3.83,2,1,7,2,2
4918-QLLIW,8,4,6,74,11.43,4,5,4,3,1
7056-IMHCC,3,0,8,90,11.9,4,2,1,2,2
4854-SSLTN,1,0,14,4,8.55,2,2,5,4,0
5294-DMSFH,4,2,7,21,3.52,3,3,2,1,3
4837-PZTIC,5,1,13,3,6.15,1,1,3,0,2
1625-JAIIY,3,0,3,90,10.77,5,2,3,1,3
0603-OLQDC,3,1,13,60,10.24,3,1,4,3,0
3272-VUHPV,5,0,16,38,12.5,4,3,4,3,1
4176-FXYBO,2,0,10,29,8.1,0,2,6,0,3
1063-DHQJF,3,0,6,31,8.24,4,1,3,2,2
8663-UPDGF,3,0,7,9,8.61,1,1,6,1,1
6719-FGEDO,5,0,13,17,6.07,0,0,6,3,0
1837-YQUCE,5,2,9,17,6.03,2,0,6,1,3
2947-DOMLJ,7,4,6,15,11.6,1,1,4,3,1
4112-LUEIZ,6,2,4,90,11.33,4,4,4,2,2
0369-ZGOVK,2,1,10,11,7.27,3,1,5,1,0
4510-HIMLV,2,1,2,74,6.79,3,4,2,0,2
9919-KNPOO,7,5,9,14,4.08,1,2,3,1,1
8749-JMNKX,7,4,4,3,9.8,0,2,0,2,1
7872-BAAZR,5,3,13,46,7.41,3,1,8,1,1
9391-LMANN,2,1,18,6,6.27,2,1,10,2,0
2430-USGXP,3,2,5,46,11.74,2,5,2,3,2
8174-TBVCF,2,0,9,2,7.26,2,0,6,1,1
1698-XFZCI,5,2,8,7,3.67,1,3,6,3,0
1877-HKBQX,2,1,14,16,10.58,0,2,6,2,1
4450-DLLMH,2,0,6,33,3.22,3,2,4,3,1
0428-AXXLJ,1,0,12,10,5.76,0,3,6,1,1
2746-DIJLO,4,1,11,24,5.18,1,1,8,3,2
5955-ERIHD,6,2,2,3,10.87,1,3,3,2,1
0917-EZOLA,8,6,8,57,7.35,5,0,4,5,1
3508-VLHCZ,7,1,8,55,9.33,3,2,4,1,0
4086-ATNFV,0,0,8,4,6.56,3,1,6,4,1
0468-YRPXN,2,0,10,4,9.37,4,1,6,1,0
5996-NRVXR,4,1,9,2,2.57,5,1,5,1,0
3739-YBWAB,7,3,8,19,7.32,0,4,4,4,3
7047-FWEYA,2,1,15,12,8.86,0,1,3,2,0
2000-MPKCA,0,0,10,69,5.09,1,0,4,1,1
9762-YAQAA,1,1,6,90,8.54,1,3,7,0,1
5949-EBSQK,7,2,6,1,10.41,2,2,3,1,1
5473-KHBPS,2,0,10,9,7.86,2,3,3,0,2
0100-DUVFC,0,0,13,8,6.1,3,1,3,0,2
5397-TUPSH,3,1,10,30,9.26,2,2,6,1,0
8950-MTZNV,1,0,5,83,9.28,2,1,2,0,3
0326-VDYXE,5,2,6,1,8.46,1,1,3,1,2
6773-LQTVT,2,0,8,65,7.24,2,1,5,4,1
7274-RTAPZ,2,2,6,36,7.92,6,1,5,3,1
0436-TWFFZ,2,0,9,1,8.1,1,1,7,1,0
8566-YPRGL,4,0,11,10,5.84,1,0,3,1,1
0311-UNPFF,7,3,4,3,12.77,2,2,4,2,0
6609-MXJHJ,4,1,10,21,11.65,3,2,7,1,0
2669-OIDSD,7,5,7,8,6.46,1,2,3,1,1
8400-WZICQ,2,0,5,9,5.36,0,1,6,0,0
3834-XUIFC,9,2,7,12,10.73,4,4,5,3,3
9576-SYUHJ,3,2,9,0,8.0,1,0,7,1,1
0410-IPFTY,3,1,10,4,8.06,2,2,2,0,0
2831-EBWRN,7,3,9,4,9.93,2,2,3,1,2
9430-NKQLY,4,0,6,28,9.12,2,3,5,0,2
8414-MYSHR,8,3,6,90,8.3,2,1,3,0,2
0247-SLUJI,3,3,15,7,6.67,3,0,4,2,1
9402-ORRAH,3,2,12,14,4.9,3,1,2,3,3
6483-OATDN,3,2,13,17,3.53,2,2,5,1,1
1293-HHSHJ,3,1,13,22,5.09,3,2,5,2,0
4840-ORQXB,4,1,15,36,7.9,4,1,5,1,0
7599-FKVXZ,3,1,11,48,11.51,3,7,2,2,1
3982-DQLUS,4,0,6,2,8.66,2,2,5,0,0
8610-ZIKJJ,5,2,11,45,8.54,1,2,2,0,2
3756-VNWDH,1,0,12,1,6.16,3,0,7,2,2
7801-KICAO,3,1,15,13,12.51,4,0,5,1,1
7673-LPRNY,5,1,12,1,5.61,1,2,6,0,0
8229-TNIQA,2,0,10,12,9.38,0,0,2,3,1
6060-QBMGV,1,1,10,7,7.43,3,1,6,1,0
7339-POGZN,0,1,10,16,6.16,4,1,5,3,2
2828-SLQPF,7,2,7,39,7.52,1,1,4,0,0
4465-VDKIQ,4,0,5,26,5.79,2,2,4,1,1
2921-XWDJH,3,2,2,17,7.86,1,1,6,3,1
6221-AVQYL,4,2,4,69,12.88,3,1,3,3,1
2558-BUOZZ,2,1,12,20,8.11,1,0,6,0,0
9257-AZMTZ,1,1,14,3,11.09,2,1,7,0,0
0003-MKNFE,1,0,18,42,10.59,2,2,3,0,0
0975-UYDTX,3,1,21,35,4.12,1,0,7,1,2
7743-EXURX,5,3,7,41,7.54,7,1,3,2,1
4682-BLBUC,2,0,11,12,9.71,1,1,7,1,1
0975-VOOVL,7,1,8,9,7.39,0,2,5,1,0
5968-VXZLG,2,0,8,26,4.89,2,2,4,0,1
5569-KGJHX,6,3,2,42,11.85,2,1,0,3,2
4988-IQIGL,7,2,1,23,13.0,2,2,7,3,1
5201-FRKKS,6,4,10,8,11.35,1,1,3,0,1
9799-CAYJJ,3,1,6,54,9.72,3,0,4,2,1
7730-IUTDZ,6,3,7,90,12.28,0,4,1,2,1
0426-TIRNE,5,0,7,31,10.95,1,4,1,0,1
5443-SCMKX,4,1,8,27,5.52,1,1,5,1,0
8295-KMENE,3,1,10,0,9.96,2,1,4,1,1
6738-ISCBM,3,1,11,20,7.24,3,0,4,2,0
9821-BESNZ,3,0,13,7,10.63,2,1,5,0,1
3678-MNGZX,2,0,9,12,6.42,2,0,7,1,0
1335-NTIUC,3,2,6,17,8.15,2,3,5,1,0
2916-BQZLN,5,2,10,45,5.89,0,3,3,4,1
4558-CGYCZ,3,1,10,31,9.39,2,0,7,4,2
2368-GAKKQ,5,2,10,27,11.39,4,0,4,0,2
8710-YGLWG,3,1,12,43,8.81,2,1,3,2,1
3199-XGZCY,4,1,11,18,8.57,2,6,5,2,1
3785-KTYSH,0,0,13,37,5.46,3,1,5,0,1
6814-ZPWFQ,2,0,13,0,5.57,1,0,2,0,1
4063-EIKNQ,6,1,8,17,10.65,1,1,4,0,2
6993-YCOBK,3,1,17,2,6.49,2,1,6,2,2
5206-HPJKM,3,2,12,19,3.35,0,1,5,0,0
7587-RZNME,11,5,9,2,15.93,6,1,1,3,1
0748-RDGGM,3,1,4,19,10.43,4,1,4,1,3
8393-JMVMB,0,1,7,17,6.99,4,2,6,1,0
5019-GQVCR,4,1,8,11,7.11,2,1,5,2,1
6036-TTFYU,2,0,18,8,8.41,3,0,8,2,0
2550-AEVRU,1,0,6,6,5.01,0,2,7,0,0
0969-RGKCU,3,1,10,15,5.75,0,1,7,0,2
0378-CJKPV,4,1,14,61,7.34,2,1,4,0,0
4706-AXVKM,2,1,6,56,8.12,4,2,4,1,1
5889-JTMUL,6,3,2,11,7.61,5,3,3,1,1
9026-RNUJS,6,3,7,27,8.87,4,4,2,1,1
3746-EUBYR,8,3,9,89,9.29,5,2,3,0,0
2332-EFBJY,7,3,5,1,9.31,4,2,0,2,0
2880-FPNAE,2,0,10,11,7.71,2,2,5,1,2
1703-MGIAB,3,0,5,90,8.95,3,3,4,3,1
4311-QTTAI,3,1,14,30,5.75,3,1,3,2,0
9474-PHLYD,0,0,6,90,10.53,5,3,2,0,1
4318-RAJVY,4,2,7,8,6.28,1,1,2,1,1
2165-VOEGB,8,1,8,14,9.64,4,4,5,2,3
3612-YUNGG,2,0,12,40,5.37,2,2,9,2,0
2254-DLXRI,3,1,7,8,4.8,1,1,5,2,2
5062-CJJKH,3,1,10,7,7.63,1,1,6,2,1
9028-LIHRP,5,0,9,32,9.88,1,2,3,2,0
2219-MVUSO,7,4,4,28,10.35,4,1,4,2,3
1053-MXTTK,5,1,13,26,4.93,0,2,4,4,1
1530-ZTDOZ,1,0,5,5,5.07,2,1,4,1,4
1301-LOPVR,1,0,12,12,8.8,2,0,2,0,2
0853-TWRVK,3,2,8,3,8.34,3,1,5,0,1
8914-RBTSB,5,2,1,46,10.22,3,4,2,4,1
6212-ATMLK,2,0,13,29,9.42,1,0,2,0,1
8200-LGKSR,2,0,10,9,9.38,2,1,3,1,3
1568-BEKZM,4,1,12,14,7.92,3,3,8,0,1
0670-ANMUU,2,0,14,34,9.7,1,1,7,0,2
6897-RWMUB,3,0,13,35,10.78,1,1,7,2,1
0963-ZBDRN,3,2,8,32,12.45,5,2,0,1,2
7594-RQHXR,6,4,6,17,11.41,3,6,3,2,5
6999-CHVCF,3,0,10,6,8.07,4,0,6,1,0
6134-KWTBV,3,0,17,26,6.27,2,1,8,0,1
1077-HUUJM,2,0,11,90,10.06,3,2,4,0,2
6331-EWIEB,2,2,6,40,8.78,3,0,3,0,0
0895-LNKRC,0,0,10,19,7.04,3,1,6,2,0
2045-BMBTJ,3,0,10,37,6.72,1,0,7,2,0
8417-GSODA,8,3,17,0,7.63,4,0,4,1,0
5171-EPLKN,2,0,18,4,5.11,3,2,6,3,1
4452-QIIEB,3,0,8,15,7.62,0,5,8,2,1
5998-VVEJY,4,3,3,11,9.13,5,1,3,4,2
1624-NALOJ,1,0,7,3,12.02,4,2,3,4,1
6741-EGCBI,1,0,11,90,10.25,2,2,8,2,0
7820-ZYGNY,2,1,15,13,9.17,4,2,5,1,1
4317-VTEOA,4,2,4,81,6.99,3,3,5,0,1
9677-AVKED,0,0,11,0,8.87,3,1,7,3,3
1670-SVOWZ,7,3,4,12,11.6,5,5,2,3,1
2227-JRSJX,3,1,11,1,7.5,3,1,5,0,1
9847-HNVGP,1,1,21,0,9.2,1,2,5,2,1
6696-YDAYZ,2,0,6,9,9.48,1,2,3,1,0
8980-WQFWL,4,0,6,1,4.94,1,2,3,1,3
1730-ZMAME,2,2,16,72,10.27,2,4,5,1,0
6506-EYCNH,5,2,10,37,7.16,0,0,6,0,1
4634-JLRJT,0,0,9,12,4.68,2,2,6,2,0
9501-UKKNL,3,1,12,1,7.05,3,2,6,1,0
2560-QTSBS,2,0,10,21,6.41,0,0,4,2,1
7541-YLXCL,6,4,1,90,11.54,2,2,6,2,0
4795-WRNVT,3,1,8,2,9.08,4,1,4,2,0
6080-TCMYC,3,2,13,4,8.49,0,7,6,0,1
0260-ZDLGK,4,2,7,10,8.34,2,4,2,3,1
7860-UXCRM,3,2,4,9,7.29,3,0,4,2,1
6357-JJPQT,6,1,11,13,7.62,0,2,4,2,1
2292-XQWSV,5,0,7,30,8.4,3,0,6,2,1
9552-TGUZV,2,0,6,20,10.88,1,2,5,0,0
5913-INRQV,5,3,6,74,9.59,2,2,5,1,2
8722-NGNBH,3,2,7,31,8.17,2,1,1,0,1
6210-KBBPI,8,3,4,15,9.06,4,2,1,0,2
9643-YBLUR,2,0,4,2,8.11,1,1,5,2,0
8734-FNWVH,2,1,11,6,9.65,2,0,5,1,0
9447-YPTBX,0,0,18,32,6.85,1,0,4,2,0
0133-BMFZO,7,3,7,35,11.3,3,1,3,1,1
6128-CZOMY,5,3,7,35,6.83,4,2,3,1,4
9540-JYROE,5,1,3,23,8.82,0,2,2,3,1
9026-LHEVG,1,0,12,55,9.18,1,6,6,2,2
2260-USTRB,1,0,10,37,5.17,3,5,4,2,1
3656-TKRVZ,2,0,1,16,12.06,2,4,4,3,3
7011-CVEUC,2,0,6,7,8.41,0,0,5,0,0
6185-TASNN,3,1,19,29,7.33,1,3,4,3,0
7925-PNRGI,3,0,13,13,4.14,2,1,6,0,1
8623-TMRBY,5,1,10,81,11.83,2,1,3,1,1
1552-CZCLL,6,2,7,35,12.53,2,4,2,1,1
3038-PQIUY,1,0,16,10,6.37,1,1,7,1,1
1501-SGHBW,3,2,10,11,8.95,4,3,6,1,1
9313-CDOGY,3,1,8,2,7.25,3,1,4,1,2
8148-BPLZQ,4,2,9,2,9.69,0,0,5,1,0
2623-DRYAM,5,0,21,10,8.7,0,1,6,1,1
9987-LUTYD,2,0,7,30,9.13,2,1,6,1,0
3208-YPIOE,4,1,5,50,9.41,4,3,3,2,0
4488-KQFDT,3,1,9,38,9.74,3,1,4,1,0
2612-RANWT,7,1,4,79,7.64,3,1,4,3,1
5693-PIPCS,4,2,13,9,9.39,2,0,6,3,1
0491-KAPQG,4,3,9,54,10.5,1,0,7,3,3
1925-LFCZZ,4,1,17,8,6.16,1,2,8,2,1
8039-EQPIM,1,0,13,10,9.59,1,0,6,2,2
6900-PXRMS,2,1,4,13,11.94,1,2,4,1,0
8707-RMEZH,3,0,9,90,8.02,1,3,6,3,2
3346-BRMIS,8,5,4,6,9.19,2,1,5,3,1
3209-ZPKFI,4,1,9,7,9.49,0,2,5,3,1
6479-VDGRK,4,1,7,2,5.58,1,1,4,0,0
9373-WSLOY,2,0,14,16,10.98,3,1,3,1,3
2933-FILNV,2,1,2,67,8.73,2,1,2,0,0
3569-JFODW,1,0,13,7,11.47,2,0,5,1,0
9819-FBNSV,3,0,12,17,9.04,1,5,5,2,4
9544-PYPSJ,3,1,15,23,5.2,1,1,6,2,0
1591-XWLGB,8,1,17,15,10.64,4,2,5,1,1
0396-UKGAI,7,1,9,5,6.9,3,3,5,2,1
3243-ZHOHY,1,1,14,14,3.02,4,1,5,0,0
5186-EJEGL,7,0,10,11,12.06,4,4,7,2,2
7527-QNRUS,2,1,15,10,13.03,2,0,6,1,1
9986-BONCE,4,0,7,23,10.97,2,5,3,3,0
2722-JMONI,8,4,4,3,11.24,5,1,3,3,2
2203-GHNWN,4,3,8,14,8.53,4,1,3,4,3
3878-AVSOQ,1,0,5,18,9.49,1,2,6,1,2
3258-SYSWS,1,1,14,30,6.72,1,3,6,0,1
5296-PSYVW,0,0,11,19,6.55,1,1,9,2,0
6319-QSUSR,4,1,11,5,7.18,1,4,6,3,2
4083-EUGRJ,7,2,5,28,9.94,5,3,4,1,2
7579-OOPEC,3,3,5,90,7.5,3,4,2,2,2
0512-FLFDW,3,1,13,66,8.71,0,1,6,2,2
1771-OADNZ,6,1,8,30,10.08,3,3,4,2,2
0487-CRLZF,2,0,8,26,9.38,6,3,2,4,2
2107-FBPTK,1,0,8,29,9.17,6,1,7,1,0
9451-WLYRI,2,0,11,44,2.21,1,0,7,1,1
8219-VYBVI,2,0,15,14,7.91,1,0,8,2,1
1991-VOPLL,3,2,10,3,8.6,1,2,7,1,2
9738-QLWTP,4,2,10,63,6.62,3,3,3,0,1
1016-DJTSV,3,1,5,67,8.12,4,1,4,0,1
9419-IPPBE,2,0,13,7,7.58,3,2,4,2,2
0174-QRVVY,3,1,6,5,7.84,2,1,5,2,1
5699-BNCAS,2,2,11,18,7.57,3,2,5,2,2
2900-PHPLN,1,1,12,8,3.8,1,1,7,0,1
0612-RTZZA,4,3,4,22,7.98,1,3,1,0,1
8106-GWQOK,6,2,13,32,8.77,0,2,5,2,0
8751-EDEKA,3,1,10,8,9.09,1,2,6,1,2
6878-GGDWG,2,0,9,54,12.57,2,1,3,1,0
4039-PIMHX,4,2,12,3,7.16,1,1,7,0,0
8450-LUGUK,5,2,10,15,4.69,1,2,6,2,1
3604-WLABM,1,1,13,4,10.37,3,0,4,1,2
0795-GMVQO,4,1,5,15,9.42,0,1,6,2,1
2259-OUUSZ,2,0,14,8,5.76,2,1,7,2,1
1142-IHLOO,3,0,9,10,9.29,0,0,6,1,0
6410-LEFEN,4,3,7,13,10.52,3,1,4,2,0
4633-MKHYU,5,1,10,20,6.43,2,4,5,1,3
6257-RJOHI,6,1,14,28,8.28,0,1,6,1,5
1545-JFUML,0,0,11,36,5.58,1,2,6,1,1
3194-ORPIK,3,1,7,13,7.04,4,0,5,3,1
7826-VVKWT,0,0,11,29,6.97,3,1,5,1,0
1353-GHZOS,3,1,13,1,7.68,1,0,8,1,1
2587-EKXTS,1,0,5,15,8.07,4,3,3,4,3
5442-BXVND,2,2,13,2,6.61,3,3,3,2,0
8816-VXNZD,4,1,8,5,11.07,2,0,0,2,0
9378-FXTIZ,4,3,8,11,9.47,2,5,2,2,2
1723-HKXJQ,4,2,5,24,8.08,3,5,2,2,2
7825-GKXMW,5,3,4,20,10.35,7,3,3,4,4
9753-OYLBX,2,1,14,22,8.2,1,3,4,3,0
2364-UFROM,3,0,14,84,10.58,0,1,5,0,1
6656-JWRQX,5,1,7,21,9.86,2,3,6,2,4
6473-ULUHT,5,0,7,31,9.21,2,1,6,2,1
1240-KNSEZ,4,2,5,28,6.4,1,4,1,3,1
0836-SEYLU,2,0,3,22,11.38,2,1,0,0,2
4433-JCGCG,6,0,7,50,11.77,4,1,3,0,1
3716-BDVDB,5,3,7,65,6.7,4,1,2,2,1
7688-AWMDX,2,1,12,12,5.1,3,1,7,3,1
2842-BCQGE,0,0,7,65,5.83,1,2,6,2,3
7244-QWYHG,2,0,17,4,9.4,0,1,5,2,0
5899-MQZZL,3,2,10,90,12.29,6,1,4,2,1
6849-OYAMU,9,6,6,70,8.41,1,1,3,0,1
5312-UXESG,1,0,6,33,6.6,1,0,6,2,0
9488-HGMJH,0,0,3,78,5.68,4,1,2,0,2
6038-GCYEC,1,1,2,2,6.64,2,2,7,2,2
